place_id,category,district,time_slot,hour,day_of_week,month,season,is_weekend,is_holiday,weather_condition,crowdlevel
8,Nature,Kathmandu,morning,10,6,12,Winter,1,0,Sunny,55.0
8,Nature,Kathmandu,afternoon,17,6,12,Winter,1,0,Cloudy,62.9
8,Nature,Kathmandu,evening,18,6,12,Winter,1,0,Sunny,45.9
8,Nature,Kathmandu,morning,10,0,12,Winter,0,0,Sunny,27.3
8,Nature,Kathmandu,afternoon,16,0,12,Winter,0,0,Sunny,30.8
8,Nature,Kathmandu,evening,19,0,12,Winter,0,0,Sunny,31.4
8,Nature,Kathmandu,morning,10,1,12,Winter,0,0,Sunny,30.2
8,Nature,Kathmandu,afternoon,17,1,12,Winter,0,0,Foggy,28.7
8,Nature,Kathmandu,evening,20,1,12,Winter,0,0,Foggy,23.9
8,Nature,Kathmandu,morning,7,2,1,Winter,0,1,Cloudy,40.7
8,Nature,Kathmandu,afternoon,12,2,1,Winter,0,1,Cloudy,55.1
8,Nature,Kathmandu,evening,19,2,1,Winter,0,1,Foggy,35.8
8,Nature,Kathmandu,morning,8,3,1,Winter,0,0,Cloudy,34.7
8,Nature,Kathmandu,afternoon,16,3,1,Winter,0,0,Sunny,39.9
8,Nature,Kathmandu,evening,20,3,1,Winter,0,0,Cloudy,33.1
8,Nature,Kathmandu,morning,8,4,1,Winter,0,0,Cloudy,28.8
8,Nature,Kathmandu,afternoon,15,4,1,Winter,0,0,Foggy,28.6
8,Nature,Kathmandu,evening,21,4,1,Winter,0,0,Foggy,19.3
8,Nature,Kathmandu,morning,8,5,1,Winter,1,0,Foggy,36.9
8,Nature,Kathmandu,afternoon,12,5,1,Winter,1,0,Foggy,43.8
8,Nature,Kathmandu,evening,19,5,1,Winter,1,0,Cloudy,36.5
8,Nature,Kathmandu,morning,10,6,1,Winter,1,0,Foggy,43.8
8,Nature,Kathmandu,afternoon,13,6,1,Winter,1,0,Sunny,57.6
8,Nature,Kathmandu,evening,18,6,1,Winter,1,0,Cloudy,43.8
8,Nature,Kathmandu,morning,11,0,1,Winter,0,0,Cloudy,24.2
8,Nature,Kathmandu,afternoon,13,0,1,Winter,0,0,Sunny,42.0
8,Nature,Kathmandu,evening,20,0,1,Winter,0,0,Sunny,26.0
8,Nature,Kathmandu,morning,10,1,1,Winter,0,0,Foggy,26.9
8,Nature,Kathmandu,afternoon,13,1,1,Winter,0,0,Cloudy,44.8
8,Nature,Kathmandu,evening,21,1,1,Winter,0,0,Cloudy,36.6
8,Nature,Kathmandu,morning,8,2,1,Winter,0,0,Sunny,48.4
8,Nature,Kathmandu,afternoon,14,2,1,Winter,0,0,Cloudy,45.7
8,Nature,Kathmandu,evening,19,2,1,Winter,0,0,Cloudy,33.1
8,Nature,Kathmandu,morning,7,3,1,Winter,0,0,Cloudy,35.3
8,Nature,Kathmandu,afternoon,12,3,1,Winter,0,0,Cloudy,34.2
8,Nature,Kathmandu,evening,20,3,1,Winter,0,0,Foggy,18.9
8,Nature,Kathmandu,morning,7,4,1,Winter,0,0,Foggy,18.2
8,Nature,Kathmandu,afternoon,17,4,1,Winter,0,0,Foggy,29.7
8,Nature,Kathmandu,evening,21,4,1,Winter,0,0,Sunny,35.3
8,Nature,Kathmandu,morning,11,5,1,Winter,1,0,Sunny,45.7
8,Nature,Kathmandu,afternoon,14,5,1,Winter,1,0,Foggy,40.6
8,Nature,Kathmandu,evening,18,5,1,Winter,1,0,Foggy,32.3
