place_id,category,district,time_slot,hour,day_of_week,month,season,is_weekend,is_holiday,weather_condition,crowdlevel
138,Natural,Lalitpur,morning,8,2,1,Winter,0,1,Foggy,48.5
138,Natural,Lalitpur,afternoon,14,2,1,Winter,0,1,Foggy,86.7
138,Natural,Lalitpur,evening,19,2,1,Winter,0,1,Foggy,79.1
138,Natural,Lalitpur,morning,8,3,1,Winter,0,0,Cloudy,38.8
138,Natural,Lalitpur,afternoon,14,3,1,Winter,0,0,Cloudy,61.4
138,Natural,Lalitpur,evening,19,3,1,Winter,0,0,Cloudy,66.5
138,Natural,Lalitpur,morning,8,4,1,Winter,0,0,Cloudy,38.0
138,Natural,Lalitpur,afternoon,14,4,1,Winter,0,0,Cloudy,60.0
138,Natural,Lalitpur,evening,19,4,1,Winter,0,0,Cloudy,70.8
138,Natural,Lalitpur,morning,8,5,1,Winter,1,0,Cloudy,51.3
138,Natural,Lalitpur,afternoon,14,5,1,Winter,1,0,Cloudy,75.2
138,Natural,Lalitpur,evening,19,5,1,Winter,1,0,Cloudy,79.8
138,Natural,Lalitpur,morning,8,6,1,Winter,1,0,Foggy,45.5
138,Natural,Lalitpur,afternoon,14,6,1,Winter,1,0,Foggy,69.7
138,Natural,Lalitpur,evening,19,6,1,Winter,1,0,Foggy,77.5
138,Natural,Lalitpur,morning,8,0,1,Winter,0,0,Cloudy,37.9
138,Natural,Lalitpur,afternoon,14,0,1,Winter,0,0,Cloudy,58.6
138,Natural,Lalitpur,evening,19,0,1,Winter,0,0,Cloudy,61.3
138,Natural,Lalitpur,morning,8,1,1,Winter,0,0,Sunny,44.1
138,Natural,Lalitpur,afternoon,14,1,1,Winter,0,0,Sunny,54.1
138,Natural,Lalitpur,evening,19,1,1,Winter,0,0,Sunny,75.6
138,Natural,Lalitpur,morning,8,2,1,Winter,0,0,Foggy,34.9
138,Natural,Lalitpur,afternoon,14,2,1,Winter,0,0,Foggy,58.5
138,Natural,Lalitpur,evening,19,2,1,Winter,0,0,Foggy,57.7
138,Natural,Lalitpur,morning,8,3,1,Winter,0,0,Cloudy,39.1
138,Natural,Lalitpur,afternoon,14,3,1,Winter,0,0,Cloudy,54.7
138,Natural,Lalitpur,evening,19,3,1,Winter,0,0,Cloudy,65.3
138,Natural,Lalitpur,morning,8,4,1,Winter,0,0,Foggy,33.6
138,Natural,Lalitpur,afternoon,14,4,1,Winter,0,0,Foggy,62.8
138,Natural,Lalitpur,evening,19,4,1,Winter,0,0,Foggy,64.1
138,Natural,Lalitpur,morning,8,5,1,Winter,1,0,Cloudy,47.5
138,Natural,Lalitpur,afternoon,14,5,1,Winter,1,0,Cloudy,71.7
138,Natural,Lalitpur,evening,19,5,1,Winter,1,0,Cloudy,84.8
138,Natural,Lalitpur,morning,8,6,1,Winter,1,0,Sunny,52.2
138,Natural,Lalitpur,afternoon,14,6,1,Winter,1,0,Sunny,73.1
138,Natural,Lalitpur,evening,19,6,1,Winter,1,0,Sunny,80.8
138,Natural,Lalitpur,morning,8,0,1,Winter,0,0,Sunny,45.9
138,Natural,Lalitpur,afternoon,14,0,1,Winter,0,0,Sunny,56.9
138,Natural,Lalitpur,evening,19,0,1,Winter,0,0,Sunny,74.9
138,Natural,Lalitpur,morning,8,1,1,Winter,0,0,Sunny,46.0
138,Natural,Lalitpur,afternoon,14,1,1,Winter,0,0,Sunny,62.3
138,Natural,Lalitpur,evening,19,1,1,Winter,0,0,Sunny,66.7
138,Natural,Lalitpur,morning,8,2,1,Winter,0,0,Cloudy,42.1
138,Natural,Lalitpur,afternoon,14,2,1,Winter,0,0,Cloudy,55.2
138,Natural,Lalitpur,evening,19,2,1,Winter,0,0,Cloudy,64.8
138,Natural,Lalitpur,morning,8,3,1,Winter,0,0,Cloudy,40.2
138,Natural,Lalitpur,afternoon,14,3,1,Winter,0,0,Cloudy,59.4
138,Natural,Lalitpur,evening,19,3,1,Winter,0,0,Cloudy,68.1
138,Natural,Lalitpur,morning,8,4,1,Winter,0,0,Sunny,43.5
138,Natural,Lalitpur,afternoon,14,4,1,Winter,0,0,Sunny,65.9
138,Natural,Lalitpur,evening,19,4,1,Winter,0,0,Sunny,66.2
138,Natural,Lalitpur,morning,8,5,1,Winter,1,0,Cloudy,53.6
138,Natural,Lalitpur,afternoon,14,5,1,Winter,1,0,Cloudy,79.4
138,Natural,Lalitpur,evening,19,5,1,Winter,1,0,Cloudy,82.3
138,Natural,Lalitpur,morning,8,6,1,Winter,1,0,Cloudy,53.7
138,Natural,Lalitpur,afternoon,14,6,1,Winter,1,0,Cloudy,78.1
138,Natural,Lalitpur,evening,19,6,1,Winter,1,0,Cloudy,75.8
138,Natural,Lalitpur,morning,8,0,1,Winter,0,0,Sunny,47.6
138,Natural,Lalitpur,afternoon,14,0,1,Winter,0,0,Sunny,63.2
138,Natural,Lalitpur,evening,19,0,1,Winter,0,0,Sunny,69.5
138,Natural,Lalitpur,morning,8,1,1,Winter,0,0,Sunny,47.1
138,Natural,Lalitpur,afternoon,14,1,1,Winter,0,0,Sunny,57.2
138,Natural,Lalitpur,evening,19,1,1,Winter,0,0,Sunny,64.5
138,Natural,Lalitpur,morning,8,2,1,Winter,0,0,Foggy,36.0
138,Natural,Lalitpur,afternoon,14,2,1,Winter,0,0,Foggy,59.8
138,Natural,Lalitpur,evening,19,2,1,Winter,0,0,Foggy,58.7
138,Natural,Lalitpur,morning,8,3,1,Winter,0,0,Foggy,32.0
138,Natural,Lalitpur,afternoon,14,3,1,Winter,0,0,Foggy,64.5
138,Natural,Lalitpur,evening,19,3,1,Winter,0,0,Foggy,61.9
138,Natural,Lalitpur,morning,8,4,1,Winter,0,0,Cloudy,37.0
138,Natural,Lalitpur,afternoon,14,4,1,Winter,0,0,Cloudy,59.0
138,Natural,Lalitpur,evening,19,4,1,Winter,0,0,Cloudy,59.4
138,Natural,Lalitpur,morning,8,5,1,Winter,1,0,Foggy,40.8
138,Natural,Lalitpur,afternoon,14,5,1,Winter,1,0,Foggy,81.0
138,Natural,Lalitpur,evening,19,5,1,Winter,1,0,Foggy,69.1
138,Natural,Lalitpur,morning,8,6,1,Winter,1,0,Foggy,47.5
138,Natural,Lalitpur,afternoon,14,6,1,Winter,1,0,Foggy,69.3
138,Natural,Lalitpur,evening,19,6,1,Winter,1,0,Foggy,79.5
138,Natural,Lalitpur,morning,8,0,1,Winter,0,0,Cloudy,36.9
138,Natural,Lalitpur,afternoon,14,0,1,Winter,0,0,Cloudy,56.7
138,Natural,Lalitpur,evening,19,0,1,Winter,0,0,Cloudy,62.8
138,Natural,Lalitpur,morning,8,1,1,Winter,0,0,Foggy,37.8
138,Natural,Lalitpur,afternoon,14,1,1,Winter,0,0,Foggy,61.6
138,Natural,Lalitpur,evening,19,1,1,Winter,0,0,Foggy,55.5
138,Natural,Lalitpur,morning,8,2,1,Winter,0,0,Foggy,36.9
138,Natural,Lalitpur,afternoon,14,2,1,Winter,0,0,Foggy,57.8
138,Natural,Lalitpur,evening,19,2,1,Winter,0,0,Foggy,59.9
138,Natural,Lalitpur,morning,8,3,1,Winter,0,0,Cloudy,37.9
138,Natural,Lalitpur,afternoon,14,3,1,Winter,0,0,Cloudy,64.9
138,Natural,Lalitpur,evening,19,3,1,Winter,0,0,Cloudy,58.5
138,Natural,Lalitpur,morning,8,4,1,Winter,0,0,Cloudy,38.6
138,Natural,Lalitpur,afternoon,14,4,1,Winter,0,0,Cloudy,65.5
138,Natural,Lalitpur,evening,19,4,1,Winter,0,0,Cloudy,70.1
138,Natural,Lalitpur,morning,8,5,2,Winter,1,0,Cloudy,48.8
138,Natural,Lalitpur,afternoon,14,5,2,Winter,1,0,Cloudy,76.0
138,Natural,Lalitpur,evening,19,5,2,Winter,1,0,Cloudy,76.6
138,Natural,Lalitpur,morning,8,6,2,Winter,1,0,Cloudy,52.3
138,Natural,Lalitpur,afternoon,14,6,2,Winter,1,0,Cloudy,75.1
138,Natural,Lalitpur,evening,19,6,2,Winter,1,0,Cloudy,83.8
138,Natural,Lalitpur,morning,8,0,2,Winter,0,0,Cloudy,41.4
138,Natural,Lalitpur,afternoon,14,0,2,Winter,0,0,Cloudy,60.5
138,Natural,Lalitpur,evening,19,0,2,Winter,0,0,Cloudy,63.1
138,Natural,Lalitpur,morning,8,1,2,Winter,0,0,Sunny,43.7
138,Natural,Lalitpur,afternoon,14,1,2,Winter,0,0,Sunny,60.6
138,Natural,Lalitpur,evening,19,1,2,Winter,0,0,Sunny,64.1
138,Natural,Lalitpur,morning,8,2,2,Winter,0,0,Foggy,35.0
138,Natural,Lalitpur,afternoon,14,2,2,Winter,0,0,Foggy,65.6
138,Natural,Lalitpur,evening,19,2,2,Winter,0,0,Foggy,54.9
138,Natural,Lalitpur,morning,8,3,2,Winter,0,0,Cloudy,37.9
138,Natural,Lalitpur,afternoon,14,3,2,Winter,0,0,Cloudy,58.5
138,Natural,Lalitpur,evening,19,3,2,Winter,0,0,Cloudy,61.5
